Nom complet,Pays,Résultat,Sport,Epreuve,Médaille,Position
pavlos kagialis,GRE,Résultats:84,voile,470-h,NA,8
panagiotis mantis,GRE,Résultats:84,voile,470-h,NA,8
stuart mcnay,USA,Résultats:86,voile,470-h,NA,9
dave hughes,USA,Résultats:86,voile,470-h,NA,9
ates cinar,TUR,Résultats:93,voile,470-h,NA,10
deniz cinar,TUR,Résultats:93,voile,470-h,NA,10
kevin peponnet,FRA,Résultats:84,voile,470-h,NA,11
jeremie mion,FRA,Résultats:84,voile,470-h,NA,11
denis gribanov,ROC,Résultats:88,voile,470-h,NA,12
pavel sozykin,ROC,Résultats:88,voile,470-h,NA,12
yang wang,CHN,Résultats:95,voile,470-h,NA,13
zangjun xu,CHN,Résultats:95,voile,470-h,NA,13
gunwoo park,KOR,Résultats:104,voile,470-h,NA,14
sungmin cho,KOR,Résultats:104,voile,470-h,NA,14
diogo costa,POR,Résultats:104,voile,470-h,NA,15
pedro costa,POR,Résultats:104,voile,470-h,NA,15
bruno bethlem,BRA,Résultats:116,voile,470-h,NA,16
henrique haddad,BRA,Résultats:116,voile,470-h,NA,16
jacob saunders,CAN,Résultats:125,voile,470-h,NA,17
oliver bone,CAN,Résultats:125,voile,470-h,NA,17
adrian hoesch,ASA,Résultats:159,voile,470-h,NA,18
tyler justus paige,ASA,Résultats:159,voile,470-h,NA,18
matias montinho,ANG,Résultats:167,voile,470-h,NA,19
paixao afonso,ANG,Résultats:167,voile,470-h,NA,19
chizuru arai,JPN,Unknown,judo,70-kg-f,Gold,1
michaela polleres,AUT,Unknown,judo,70-kg-f,Silver,2
madina taimazova,ROC,Unknown,judo,70-kg-f,Bronze,3
sanne van dijke,NED,Unknown,judo,70-kg-f,Bronze,3
barbara matic,CRO,Unknown,judo,70-kg-f,NA,=5
giovanna scoccimarro,GER,Unknown,judo,70-kg-f,NA,=5
alice bellandi,ITA,Unknown,judo,70-kg-f,NA,=7
elisavet teltsidou,GRE,Unknown,judo,70-kg-f,NA,=7
aoife coughlan,AUS,Unknown,judo,70-kg-f,NA,=9
maria portela,BRA,Unknown,judo,70-kg-f,NA,=9
margaux pinot,FRA,Unknown,judo,70-kg-f,NA,=9
seongyeon kim,KOR,Unknown,judo,70-kg-f,NA,=9
barbara timo,POR,Unknown,judo,70-kg-f,NA,=9
maria perez diaz,PUR,Unknown,judo,70-kg-f,NA,=9
anna bernholm,SWE,Unknown,judo,70-kg-f,NA,=9
gulnoza matniyazova,UZB,Unknown,judo,70-kg-f,NA,=9
demos memneloum,CHA,Unknown,judo,70-kg-f,NA,=17
xiaoqian sun,CHN,Unknown,judo,70-kg-f,NA,=17
ayuk otay arrey sophina,CMR,Unknown,judo,70-kg-f,NA,=17
nigara shaheen,EOR,Unknown,judo,70-kg-f,NA,=17
maria bernabeu,ESP,Unknown,judo,70-kg-f,NA,=17
gemma howell,GBR,Unknown,judo,70-kg-f,NA,=17
megan fletcher,IRL,Unknown,judo,70-kg-f,NA,=17
ebony drysdale daley,JAM,Unknown,judo,70-kg-f,NA,=17
kinaua biribo,KIR,Unknown,judo,70-kg-f,NA,=17
assmaa niang,MAR,Unknown,judo,70-kg-f,NA,=17
nihel landolsi,TUN,Unknown,judo,70-kg-f,NA,=17
elvismar rodriguez,VEN,Unknown,judo,70-kg-f,NA,=17
zhihui hou,CHN,Résultats:210,halterophilie,49kg-f,Gold,1
chanu saikhom mirabai chanu,IND,Résultats:202,halterophilie,49kg-f,Silver,2
windy cantika aisah,INA,Résultats:194,halterophilie,49kg-f,Bronze,3
wan-ling fang,TPE,Résultats:181,halterophilie,49kg-f,NA,4
nina sterckx,BEL,Résultats:180,halterophilie,49kg-f,NA,5
ludia marguiela montero ramos,CUB,Résultats:178,halterophilie,49kg-f,NA,6
anais michel,FRA,Résultats:177,halterophilie,49kg-f,NA,7
beatriz elizabeth piron candelario,DOM,Résultats:176,halterophilie,49kg-f,NA,8
nathasha rosa figueiredo,BRA,Résultats:173,halterophilie,49kg-f,NA,9
loa dika toua,PNG,Résultats:167,halterophilie,49kg-f,NA,10
roilya ranaivosoa,MRI,Résultats:164,halterophilie,49kg-f,NA,11
jourdan elizabeth delacruz,USA,Résultats:-,halterophilie,49kg-f,NA,Non classé
hiromi miyake,JPN,Résultats:-,halterophilie,49kg-f,NA,Non classé
kristina ivanovna sobol,ROC,Résultats:N'a pas terminé,halterophilie,49kg-f,NA,Non classé
caeleb dressel,USA,Résultats:21.07,natation,50m-nage-libre-h,Gold,1
florent manaudou,FRA,Résultats:21.55,natation,50m-nage-libre-h,Silver,2
bruno fratus,BRA,Résultats:21.57,natation,50m-nage-libre-h,Bronze,3
michael andrew,USA,Résultats:21.60,natation,50m-nage-libre-h,NA,4
ben proud,GBR,Résultats:21.72,natation,50m-nage-libre-h,NA,=5
kristian gkolomeev,GRE,Résultats:21.72,natation,50m-nage-libre-h,NA,=5
lorenzo zazzeri,ITA,Résultats:21.78,natation,50m-nage-libre-h,NA,7
thom de boer,NED,Résultats:21.79,natation,50m-nage-libre-h,NA,8
steven da costa,FRA,Unknown,karate,kumite-67kg-h,Gold,1
eray samdan,TUR,Unknown,karate,kumite-67kg-h,Silver,2
darkhan assadilov,KAZ,Unknown,karate,kumite-67kg-h,Bronze,3
abdel rahman almasatfa,JOR,Unknown,karate,kumite-67kg-h,Bronze,3
hamoon derafshipour,EOR,Unknown,karate,kumite-67kg-h,NA,=5
ali elsawy,EGY,Unknown,karate,kumite-67kg-h,NA,=5
kalvis kalnins,LAT,Unknown,karate,kumite-67kg-h,NA,=7
naoto sago,JPN,Unknown,karate,kumite-67kg-h,NA,=7
andres eduardo madera delgado,VEN,Unknown,karate,kumite-67kg-h,NA,=9
firdovsi farzaliyev,AZE,Unknown,karate,kumite-67kg-h,NA,=9
angelo crescenzo,ITA,Unknown,karate,kumite-67kg-h,NA,Non classé
jade carey,USA,Résultats:14.366,gymnastique-artistique,sol-f,Gold,1
vanessa ferrari,ITA,Résultats:14.200,gymnastique-artistique,sol-f,Silver,2
mai murakami,JPN,Résultats:14.166,gymnastique-artistique,sol-f,Bronze,3
angelina melnikova,ROC,Résultats:14.166,gymnastique-artistique,sol-f,Bronze,3
rebeca andrade,BRA,Résultats:14.033,gymnastique-artistique,sol-f,NA,5
jessica gadirova,GBR,Résultats:14.000,gymnastique-artistique,sol-f,NA,6
jennifer gadirova,GBR,Résultats:13.233,gymnastique-artistique,sol-f,NA,7
viktoria listunova,ROC,Résultats:12.400,gymnastique-artistique,sol-f,NA,8
kristof kristof milak,HUN,Résultats:1:51.25,natation,200m-papillon-h,Gold,1
tomoru honda,JPN,Résultats:1:53.73,natation,200m-papillon-h,Silver,2
federico burdisso,ITA,Résultats:1:54.45,natation,200m-papillon-h,Bronze,3
tamas kenderesi,HUN,Résultats:1:54.52,natation,200m-papillon-h,NA,4
chad le clos,RSA,Résultats:1:54.93,natation,200m-papillon-h,NA,5
leonardo de deus,BRA,Résultats:1:55.19,natation,200m-papillon-h,NA,6
gunnar bentz,USA,Résultats:1:55.46,natation,200m-papillon-h,NA,7
krzysztof chmielewski,POL,Résultats:1:55.88,natation,200m-papillon-h,NA,8
hsing-chun kuo,TPE,Résultats:236,halterophilie,59kg-f,Gold,1
polina guryeva,TKM,Résultats:217,halterophilie,59kg-f,Silver,2
mikiko andoh,JPN,Résultats:214,halterophilie,59kg-f,Bronze,3
dora meiriama tchakounte,FRA,Résultats:213,halterophilie,59kg-f,NA,4
thi duyen hoang,VIE,Résultats:208,halterophilie,59kg-f,NA,5
yusleidy mariana figueroa roldan,VEN,Résultats:206,halterophilie,59kg-f,NA,6
izabella yaylyan,ARM,Résultats:205,halterophilie,59kg-f,NA,7
zoe smith,GBR,Résultats:200,halterophilie,59kg-f,NA,8
tali darsigny,CAN,Résultats:199,halterophilie,59kg-f,NA,9
sabine kusterer,GER,Résultats:198,halterophilie,59kg-f,NA,10
maria grazia alemanno,ITA,Résultats:185,halterophilie,59kg-f,NA,11
erika yuriko iris yamasaki,AUS,Résultats:170,halterophilie,59kg-f,NA,12
magdeline moyengwa,BOT,Résultats:-,halterophilie,59kg-f,NA,Non classé
maria alexandra escobar guerrero,ECU,Résultats:N'a pas terminé,halterophilie,59kg-f,NA,Non classé
sakura yosozumi,JPN,Unknown,skateboard,park-f,Gold,1
kokona hiraki,JPN,Unknown,skateboard,park-f,Silver,2
sky brown,GBR,Unknown,skateboard,park-f,Bronze,3
misugu okamoto,JPN,Unknown,skateboard,park-f,NA,4
poppy olsen,AUS,Unknown,skateboard,park-f,NA,5
bryce wettstein,USA,Unknown,skateboard,park-f,NA,6
dora varella,BRA,Unknown,skateboard,park-f,NA,7
yndiara asp,BRA,Unknown,skateboard,park-f,NA,8
lilly stoephasius,GER,Unknown,skateboard,park-f,NA,9
isadora rodrigues pacheco,BRA,Unknown,skateboard,park-f,NA,10
jordyn barratt,USA,Unknown,skateboard,park-f,NA,11
brighton zeuner,USA,Unknown,skateboard,park-f,NA,12
madeleine larcheron,FRA,Unknown,skateboard,park-f,NA,13
lizzie armanto,FIN,Unknown,skateboard,park-f,NA,14
xin zhang,CHN,Unknown,skateboard,park-f,NA,15
julia benedetti,ESP,Unknown,skateboard,park-f,NA,16
amelia brodka,POL,Unknown,skateboard,park-f,NA,17
bombette martin,GBR,Unknown,skateboard,park-f,NA,18
josefina tapia varas,CHI,Unknown,skateboard,park-f,NA,19
melissa williams,RSA,Unknown,skateboard,park-f,NA,20
peruth chemutai,UGA,Résultats:9:01.45,athletisme,3000m-steeple-f,Gold,1
courtney frerichs,USA,Résultats:9:04.79,athletisme,3000m-steeple-f,Silver,2
hyvin kiyeng,KEN,Résultats:9:05.39,athletisme,3000m-steeple-f,Bronze,3
mekides abebe,ETH,Résultats:9:06.16,athletisme,3000m-steeple-f,NA,4
gesa felicitas krause,GER,Résultats:9:14.00,athletisme,3000m-steeple-f,NA,5
marusa mismas,SLO,Résultats:9:14.84,athletisme,3000m-steeple-f,NA,6
beatrice chepkoech,KEN,Résultats:9:16.33,athletisme,3000m-steeple-f,NA,7
zerfe wondemagegn,ETH,Résultats:9:16.41,athletisme,3000m-steeple-f,NA,8
elizabeth bird,GBR,Résultats:9:19.68,athletisme,3000m-steeple-f,NA,9
winfred mutile yavi,BRN,Résultats:9:19.74,athletisme,3000m-steeple-f,NA,10
genevieve lalonde,CAN,Résultats:9:22.40,athletisme,3000m-steeple-f,NA,11
valerie constien,USA,Résultats:9:31.61,athletisme,3000m-steeple-f,NA,12
luiza gega,ALB,Résultats:9:34.10,athletisme,3000m-steeple-f,NA,13
carolina robles,ESP,Résultats:9:50.96,athletisme,3000m-steeple-f,NA,14
genevieve gregson,AUS,Résultats:N'a pas terminé,athletisme,3000m-steeple-f,NA,Non classé
emma coburn,USA,Résultats:Disqualifié,athletisme,3000m-steeple-f,NA,Non classé
julio la cruz peraza,CUB,Unknown,boxe,lourd-81-91kg-h,Gold,1
muslim gadzhimagomedov,ROC,Unknown,boxe,lourd-81-91kg-h,Silver,2
abner teixeira,BRA,Unknown,boxe,lourd-81-91kg-h,Bronze,3
david nyika,NZL,Unknown,boxe,lourd-81-91kg-h,Bronze,3
enmanuel reyes pla,ESP,Unknown,boxe,lourd-81-91kg-h,NA,=5
ammar riad abduljabbar,GER,Unknown,boxe,lourd-81-91kg-h,NA,=5
hussein iashaish,JOR,Unknown,boxe,lourd-81-91kg-h,NA,=5
uladzislau smiahlikau,BLR,Unknown,boxe,lourd-81-91kg-h,NA,=5
elly ajowi ochola,KEN,Unknown,boxe,lourd-81-91kg-h,NA,=9
abdelhafid benchabla,ALG,Unknown,boxe,lourd-81-91kg-h,NA,=9
cheavon clarke,GBR,Unknown,boxe,lourd-81-91kg-h,NA,=9
vassiliy levit,KAZ,Unknown,boxe,lourd-81-91kg-h,NA,=9
jose maria lucar jaimes,PER,Unknown,boxe,lourd-81-91kg-h,NA,=9
julio cesar castillo,ECU,Unknown,boxe,lourd-81-91kg-h,NA,=9
ato leau plodzicki-faoagali,SAM,Unknown,boxe,lourd-81-91kg-h,NA,=9
sanjar tursunov,UZB,Unknown,boxe,lourd-81-91kg-h,NA,17
youness baalla,MAR,Unknown,boxe,lourd-81-91kg-h,NA,Non classé
stuart bithell,GBR,Résultats:58,voile,49er-h,Gold,1
dylan fletcher-scott,GBR,Résultats:58,voile,49er-h,Gold,1
blair tuke,NZL,Résultats:58,voile,49er-h,Silver,2
peter burling,NZL,Résultats:58,voile,49er-h,Silver,2
erik heil,GER,Résultats:70,voile,49er-h,Bronze,3
thomas ploessel,GER,Résultats:70,voile,49er-h,Bronze,3
diego botin le chever,ESP,Résultats:70,voile,49er-h,NA,4
iago lopez marra,ESP,Résultats:70,voile,49er-h,NA,4
jonas warrer,DEN,Résultats:82,voile,49er-h,NA,5
jakob precht jensen,DEN,Résultats:82,voile,49er-h,NA,5
pim van vugt,NED,Résultats:87,voile,49er-h,NA,6
bart lambriex,NED,Résultats:87,voile,49er-h,NA,6
jose costa,POR,Résultats:94,voile,49er-h,NA,7
jorge lima,POR,Résultats:94,voile,49er-h,NA,7
sime fantela,CRO,Résultats:106,voile,49er-h,NA,8
mihovil fantela,CRO,Résultats:106,voile,49er-h,NA,8
lukasz przybytek,POL,Résultats:108,voile,49er-h,NA,9
pawel kolodzinski,POL,Résultats:108,voile,49er-h,NA,9
benjamin bildstein,AUT,Résultats:114,voile,49er-h,NA,10
david hussl,AUT,Résultats:114,voile,49er-h,NA,10
leo takahashi,JPN,Résultats:108,voile,49er-h,NA,11
ibuki koizumi,JPN,Résultats:108,voile,49er-h,NA,11
sam phillips,AUS,Résultats:111,voile,49er-h,NA,12
william phillips,AUS,Résultats:111,voile,49er-h,NA,12
sean waddilove,IRL,Résultats:112,voile,49er-h,NA,13
robert dickson,IRL,Résultats:112,voile,49er-h,NA,13
sebastien schneiter,SUI,Résultats:123,voile,49er-h,NA,14
lucien cujean,SUI,Résultats:123,voile,49er-h,NA,14
lucas rual,FRA,Résultats:134,voile,49er-h,NA,15
emile amoros,FRA,Résultats:134,voile,49er-h,NA,15
marco grael,BRA,Résultats:147,voile,49er-h,NA,16
gabriel borges,BRA,Résultats:147,voile,49er-h,NA,16
ganapathy kelapanda,IND,Résultats:154,voile,49er-h,NA,17
varun thakkar,IND,Résultats:154,voile,49er-h,NA,17
benjamin daniel,RSA,Résultats:163,voile,49er-h,NA,18
alex burger,RSA,Résultats:163,voile,49er-h,NA,18
william jones,CAN,Résultats:179,voile,49er-h,NA,19
evan depaul,CAN,Résultats:179,voile,49er-h,NA,19
shanne braspennincx,NED,Unknown,cyclisme-sur-piste,keirin-f,Gold,1
ellesse andrews,NZL,Unknown,cyclisme-sur-piste,keirin-f,Silver,2
lauriane genest,CAN,Unknown,cyclisme-sur-piste,keirin-f,Bronze,3
olena starikova,UKR,Unknown,cyclisme-sur-piste,keirin-f,NA,4
kelsey mitchell,CAN,Unknown,cyclisme-sur-piste,keirin-f,NA,5
liubov basova,UKR,Unknown,cyclisme-sur-piste,keirin-f,NA,6
emma hinze,GER,Unknown,cyclisme-sur-piste,keirin-f,NA,7
wai sze lee,HKG,Unknown,cyclisme-sur-piste,keirin-f,NA,8
kaarle mcculloch,AUS,Unknown,cyclisme-sur-piste,keirin-f,NA,9
daria shmeleva,ROC,Unknown,cyclisme-sur-piste,keirin-f,NA,10
luz daniela gaxiola gonzalez,MEX,Unknown,cyclisme-sur-piste,keirin-f,NA,11
tianshi zhong,CHN,Unknown,cyclisme-sur-piste,keirin-f,NA,12
mathilde gros,FRA,Unknown,cyclisme-sur-piste,keirin-f,NA,=13
katy marchant,GBR,Unknown,cyclisme-sur-piste,keirin-f,NA,=13
madalyn godby,USA,Unknown,cyclisme-sur-piste,keirin-f,NA,=13
lea sophie friedrich,GER,Unknown,cyclisme-sur-piste,keirin-f,NA,=16
yuka kobayashi,JPN,Unknown,cyclisme-sur-piste,keirin-f,NA,=16
laurine van riessen,NED,Unknown,cyclisme-sur-piste,keirin-f,NA,=16
hyejin lee,KOR,Unknown,cyclisme-sur-piste,keirin-f,NA,=19
simona krupeckaite,LTU,Unknown,cyclisme-sur-piste,keirin-f,NA,=19
urszula los,POL,Unknown,cyclisme-sur-piste,keirin-f,NA,=19
anastasiia voinova,ROC,Unknown,cyclisme-sur-piste,keirin-f,NA,=19
coralie demay,FRA,Unknown,cyclisme-sur-piste,keirin-f,NA,=23
hoi yan jessica lee,HKG,Unknown,cyclisme-sur-piste,keirin-f,NA,=23
yuli verdugo osuna,MEX,Unknown,cyclisme-sur-piste,keirin-f,NA,=23
marlena karwacka,POL,Unknown,cyclisme-sur-piste,keirin-f,NA,=23
shanju bao,CHN,Unknown,cyclisme-sur-piste,keirin-f,NA,=27
migle marozaite,LTU,Unknown,cyclisme-sur-piste,keirin-f,NA,=27
charlene du preez,RSA,Unknown,cyclisme-sur-piste,keirin-f,NA,=27
jeahwan shin,KOR,Résultats:14.783,gymnastique-artistique,saut-de-cheval-h,Gold,1
denis ablyazin,ROC,Résultats:14.783,gymnastique-artistique,saut-de-cheval-h,Silver,2
artur davtyan,ARM,Résultats:14.733,gymnastique-artistique,saut-de-cheval-h,Bronze,3
carlos edriel yulo,PHI,Résultats:14.716,gymnastique-artistique,saut-de-cheval-h,NA,4
nikita nagornyy,ROC,Résultats:14.716,gymnastique-artistique,saut-de-cheval-h,NA,5
adem asil,TUR,Résultats:14.449,gymnastique-artistique,saut-de-cheval-h,NA,6
ahmet onder,TUR,Résultats:14.066,gymnastique-artistique,saut-de-cheval-h,NA,7
caio souza,BRA,Résultats:13.683,gymnastique-artistique,saut-de-cheval-h,NA,8
athing mu,USA,Résultats:1:55.21,athletisme,800m-f,Gold,1
keely hodgkinson,GBR,Résultats:1:55.88,athletisme,800m-f,Silver,2
raevyn rogers,USA,Résultats:1:56.81,athletisme,800m-f,Bronze,3
jemma reekie,GBR,Résultats:1:56.90,athletisme,800m-f,NA,4
chunyu wang,CHN,Résultats:1:57.00,athletisme,800m-f,NA,5
habitam alemu,ETH,Résultats:1:57.56,athletisme,800m-f,NA,6
alexandra bell,GBR,Résultats:1:57.66,athletisme,800m-f,NA,7
natoya goule,JAM,Résultats:1:58.26,athletisme,800m-f,NA,8
jolanda neff,SUI,Unknown,vtt,cross-country-f,Gold,1
sina frei,SUI,Unknown,vtt,cross-country-f,Silver,2
linda indergand,SUI,Unknown,vtt,cross-country-f,Bronze,3
kata blanka vas,HUN,Unknown,vtt,cross-country-f,NA,4
anne terpstra,NED,Unknown,vtt,cross-country-f,NA,5
loana lecomte,FRA,Unknown,vtt,cross-country-f,NA,6
evie richards,GBR,Unknown,vtt,cross-country-f,NA,7
yana belomoyna,UKR,Unknown,vtt,cross-country-f,NA,8
haley batten,USA,Unknown,vtt,cross-country-f,NA,9
pauline ferrand prevot,FRA,Unknown,vtt,cross-country-f,NA,10
anne tauber,NED,Unknown,vtt,cross-country-f,NA,11
malene degn,DEN,Unknown,vtt,cross-country-f,NA,12
caroline bohe,DEN,Unknown,vtt,cross-country-f,NA,13
jenny rissveds,SWE,Unknown,vtt,cross-country-f,NA,14
kate courtney,USA,Unknown,vtt,cross-country-f,NA,15
daniela campuzano chavez peon,MEX,Unknown,vtt,cross-country-f,NA,16
janika loiv,EST,Unknown,vtt,cross-country-f,NA,17
catharine pendrel,CAN,Unknown,vtt,cross-country-f,NA,18
ronja eibl,GER,Unknown,vtt,cross-country-f,NA,19
maja wloszczowska,POL,Unknown,vtt,cross-country-f,NA,20
tanja zakelj,SLO,Unknown,vtt,cross-country-f,NA,21
jitka cabelicka,CZE,Unknown,vtt,cross-country-f,NA,22
sofia gomez villafane,ARG,Unknown,vtt,cross-country-f,NA,23
candice lill,RSA,Unknown,vtt,cross-country-f,NA,24
eva lechner,ITA,Unknown,vtt,cross-country-f,NA,25
ROCio del alba garcia martinez,ESP,Unknown,vtt,cross-country-f,NA,26
raquel queiros,POR,Unknown,vtt,cross-country-f,NA,27
rebecca mcconnell,AUS,Unknown,vtt,cross-country-f,NA,28
haley smith,CAN,Unknown,vtt,cross-country-f,NA,29
viktoria kirsanova,ROC,Unknown,vtt,cross-country-f,NA,30
erin huck,USA,Unknown,vtt,cross-country-f,NA,31
elisabeth brandau,GER,Unknown,vtt,cross-country-f,NA,32
githa michiels,BEL,Unknown,vtt,cross-country-f,NA,33
bianwa yao,CHN,Unknown,vtt,cross-country-f,NA,34
jaqueline mourao,BRA,Unknown,vtt,cross-country-f,NA,35
michelle vorster,NAM,Unknown,vtt,cross-country-f,NA,36
miho imai,JPN,Unknown,vtt,cross-country-f,NA,37
laura stigger,AUT,Unknown,vtt,cross-country-f,NA,Non classé
ivan litvinovich,BLR,Résultats:61.715,gymnastique-trampoline,homme,Gold,1
dong dong,CHN,Résultats:61.235,gymnastique-trampoline,homme,Silver,2
dylan schmidt,NZL,Résultats:60.675,gymnastique-trampoline,homme,Bronze,3
uladzislau hancharou,BLR,Résultats:60.565,gymnastique-trampoline,homme,NA,4
dmitrii ushakov,ROC,Résultats:59.600,gymnastique-trampoline,homme,NA,5
andrey yudin,ROC,Résultats:58.235,gymnastique-trampoline,homme,NA,6
daiki kishi,JPN,Résultats:57.815,gymnastique-trampoline,homme,NA,7
dominic clarke,AUS,Résultats:24.955,gymnastique-trampoline,homme,NA,8
hongchan quan,CHN,Unknown,plongeon,plateforme-10m-f,Gold,1
yuxi chen,CHN,Unknown,plongeon,plateforme-10m-f,Silver,2
melissa wu,AUS,Unknown,plongeon,plateforme-10m-f,Bronze,3
gabriela belem agundez garcia,MEX,Unknown,plongeon,plateforme-10m-f,NA,4
delaney schnell,USA,Unknown,plongeon,plateforme-10m-f,NA,5
alejandra orozco,MEX,Unknown,plongeon,plateforme-10m-f,NA,6
andrea spendolini sirieix,GBR,Unknown,plongeon,plateforme-10m-f,NA,7
elena wassen,GER,Unknown,plongeon,plateforme-10m-f,NA,8
lois toulson,GBR,Unknown,plongeon,plateforme-10m-f,NA,9
celine van duijn,NED,Unknown,plongeon,plateforme-10m-f,NA,10
yulia timoshinina,ROC,Unknown,plongeon,plateforme-10m-f,NA,11
pandelela pamg,MAS,Unknown,plongeon,plateforme-10m-f,NA,12
meaghan benfeito,CAN,Unknown,plongeon,plateforme-10m-f,NA,13
sarah jodoin di maria,ITA,Unknown,plongeon,plateforme-10m-f,NA,14
tanya watson,IRL,Unknown,plongeon,plateforme-10m-f,NA,15
alais kalonji,FRA,Unknown,plongeon,plateforme-10m-f,NA,16
katrina young,USA,Unknown,plongeon,plateforme-10m-f,NA,17
christina wassen,GER,Unknown,plongeon,plateforme-10m-f,NA,18
halim kwon,KOR,Unknown,plongeon,plateforme-10m-f,NA,19
maha abdel salam,EGY,Unknown,plongeon,plateforme-10m-f,NA,20
nikita hains,AUS,Unknown,plongeon,plateforme-10m-f,NA,21
matsuri arai,JPN,Unknown,plongeon,plateforme-10m-f,NA,22
celina toth,CAN,Unknown,plongeon,plateforme-10m-f,NA,23
ingrid oliveira,BRA,Unknown,plongeon,plateforme-10m-f,NA,24
anna konanykhina,ROC,Unknown,plongeon,plateforme-10m-f,NA,25
jun hoong cheong,MAS,Unknown,plongeon,plateforme-10m-f,NA,26
noemi batki,ITA,Unknown,plongeon,plateforme-10m-f,NA,27
anne tuxen,NOR,Unknown,plongeon,plateforme-10m-f,NA,28
sofiia lyskun,UKR,Unknown,plongeon,plateforme-10m-f,NA,29
shen-yan freida lim,SGP,Unknown,plongeon,plateforme-10m-f,NA,30
nora gjakova,KOS,Unknown,judo,57-kg-f,Gold,1
sarah leonie cysique,FRA,Unknown,judo,57-kg-f,Silver,2
tsukasa yoshida,JPN,Unknown,judo,57-kg-f,Bronze,3
jessica klimkait,CAN,Unknown,judo,57-kg-f,Bronze,3
eteri liparteliani,GEO,Unknown,judo,57-kg-f,NA,=5
kaja kajzer,SLO,Unknown,judo,57-kg-f,NA,=5
julia kowalczyk,POL,Unknown,judo,57-kg-f,NA,=7
timna nelson levy,ISR,Unknown,judo,57-kg-f,NA,=7
ivelina ilieva,BUL,Unknown,judo,57-kg-f,NA,=9
tongjuan lu,CHN,Unknown,judo,57-kg-f,NA,=9
theresa stoll,GER,Unknown,judo,57-kg-f,NA,=9
jisu kim,KOR,Unknown,judo,57-kg-f,NA,=9
sanne verhagen,NED,Unknown,judo,57-kg-f,NA,=9
telma monteiro,POR,Unknown,judo,57-kg-f,NA,=9
marica perisic,SRB,Unknown,judo,57-kg-f,NA,=9
chen-ling lien,TPE,Unknown,judo,57-kg-f,NA,=9
diassonema mucungui,ANG,Unknown,judo,57-kg-f,NA,=17
sabrina filzmoser,AUT,Unknown,judo,57-kg-f,NA,=17
zoulehia abzetta dabonne,CIV,Unknown,judo,57-kg-f,NA,=17
sanda aldass,EOR,Unknown,judo,57-kg-f,NA,=17
hedvig karakas,HUN,Unknown,judo,57-kg-f,NA,=17
sumiya dorjsuren,MGL,Unknown,judo,57-kg-f,NA,=17
miryam roper,PAN,Unknown,judo,57-kg-f,NA,=17
daria mezhetskaia,ROC,Unknown,judo,57-kg-f,NA,=17
ghofran khelifi,TUN,Unknown,judo,57-kg-f,NA,=17
matt wearn,AUS,Résultats:53,voile,laser-h,Gold,1
tonci stipanovic,CRO,Résultats:82,voile,laser-h,Silver,2
hermann tomasgaard,NOR,Résultats:85,voile,laser-h,Bronze,3
pavlos kontides,CYP,Résultats:88,voile,laser-h,NA,4
philipp buhl,GER,Résultats:91,voile,laser-h,NA,5
jean baptiste bernaz,FRA,Résultats:92,voile,laser-h,NA,6
jeemin ha,KOR,Résultats:98,voile,laser-h,NA,7
robert scheidt,BRA,Résultats:104,voile,laser-h,NA,8
kaarle tapper,FIN,Résultats:109,voile,laser-h,NA,9
sam meech,NZL,Résultats:109,voile,laser-h,NA,10
sergei komissarov,ROC,Résultats:98,voile,laser-h,NA,11
elliot hanson,GBR,Résultats:104,voile,laser-h,NA,12
charlie buckingham,USA,Résultats:107,voile,laser-h,NA,13
jesper stalheim,SWE,Résultats:108,voile,laser-h,NA,14
karl-martin rammo,EST,Résultats:116,voile,laser-h,NA,15
joel rodriguez perez,ESP,Résultats:135,voile,laser-h,NA,16
milivoj dukic,MNE,Résultats:137,voile,laser-h,NA,17
benjamin vadnai,HUN,Résultats:145,voile,laser-h,NA,18
juan ignacio maegli,GUA,Résultats:149,voile,laser-h,NA,19
vishnu saravanan,IND,Résultats:156,voile,laser-h,NA,20
ryan lo,SGP,Résultats:158,voile,laser-h,NA,21
clemente seguel,CHI,Résultats:165,voile,laser-h,NA,22
enrique jose arathoon pacas,ESA,Résultats:165,voile,laser-h,NA,23
francisco guaragna rigonat,ARG,Résultats:173,voile,laser-h,NA,24
stefano peschiera,PER,Résultats:177,voile,laser-h,NA,25
zan luka zelko,SLO,Résultats:178,voile,laser-h,NA,26
wannes van laer,BEL,Résultats:180,voile,laser-h,NA,27
khairulnizam mohd afendy,MAS,Résultats:196,voile,laser-h,NA,28
andrew lewis,TTO,Résultats:203,voile,laser-h,NA,29
kenji nanri,JPN,Résultats:219,voile,laser-h,NA,30
luc franck leo chevrier,LCA,Résultats:261,voile,laser-h,NA,31
eroni leilua,SAM,Résultats:268,voile,laser-h,NA,32
rodney govinden,SEY,Résultats:278,voile,laser-h,NA,33
aly badawy,EGY,Résultats:283,voile,laser-h,NA,34
teariki numa,PNG,Résultats:306,voile,laser-h,NA,35
tatjana schoenmaker,RSA,Résultats:2:18.95,natation,200m-brasse-f,Gold,1
lilly king,USA,Résultats:2:19.92,natation,200m-brasse-f,Silver,2
annie lazor,USA,Résultats:2:20.84,natation,200m-brasse-f,Bronze,3
evgeniia chikunova,ROC,Résultats:2:20.88,natation,200m-brasse-f,NA,4
